Dataset,Unit,RunIndex,SourceGroup,SignalSampleN,Sensor,Statistic,StoredValue,ReconstructedValue,Difference,AbsoluteDifference,StandardisedAbsoluteDifference
PHM2010,c1,33,33,110,vibration_y,CrestFactor,2.96845845835524,2.96845845835524,0,0,0
PHM2010,c1,34,34,110,vibration_y,CrestFactor,2.94723921894501,2.94723921894501,0,0,0
PHM2010,c1,35,35,110,vibration_y,CrestFactor,3.26366845412218,3.26366845412218,0,0,0
PHM2010,c1,36,36,110,vibration_y,CrestFactor,2.85730699173239,2.85730699173239,0,0,0
PHM2010,c1,37,37,110,vibration_y,CrestFactor,2.94631011817833,2.94631011817833,0,0,0
PHM2010,c1,38,38,110,vibration_y,CrestFactor,2.56217160265597,2.56217160265597,0,0,0
PHM2010,c1,39,39,110,vibration_y,CrestFactor,2.70033866513436,2.70033866513436,0,0,0
PHM2010,c1,40,40,110,vibration_y,CrestFactor,2.42471823327021,2.42471823327021,0,0,0
PHM2010,c1,41,41,110,vibration_y,CrestFactor,2.50164935592458,2.50164935592458,0,0,0
PHM2010,c1,42,42,110,vibration_y,CrestFactor,2.28481411616423,2.28481411616423,0,0,0
PHM2010,c1,43,43,110,vibration_y,CrestFactor,2.49567824600406,2.49567824600406,0,0,0
PHM2010,c1,44,44,110,vibration_y,CrestFactor,3.05806367719388,3.05806367719388,0,0,0
PHM2010,c1,45,45,110,vibration_y,CrestFactor,2.38107557403057,2.38107557403057,0,0,0
PHM2010,c1,46,46,110,vibration_y,CrestFactor,2.24336272281087,2.24336272281087,0,0,0
PHM2010,c1,47,47,110,vibration_y,CrestFactor,2.89428964437551,2.89428964437551,0,0,0
PHM2010,c1,48,48,110,vibration_y,CrestFactor,2.62584213206846,2.62584213206846,0,0,0
PHM2010,c1,49,49,110,vibration_y,CrestFactor,2.54443084806977,2.54443084806977,0,0,0
PHM2010,c1,50,50,110,vibration_y,CrestFactor,3.11439978570346,3.11439978570346,0,0,0
PHM2010,c1,51,51,110,vibration_y,CrestFactor,2.54903808353115,2.54903808353115,0,0,0
PHM2010,c1,52,52,110,vibration_y,CrestFactor,2.74679753526686,2.74679753526686,0,0,0
PHM2010,c1,53,53,110,vibration_y,CrestFactor,2.80381802408347,2.80381802408347,0,0,0
PHM2010,c1,54,54,110,vibration_y,CrestFactor,3.26630138039245,3.26630138039245,0,0,0
PHM2010,c1,55,55,110,vibration_y,CrestFactor,2.41211460952415,2.41211460952415,0,0,0
PHM2010,c1,56,56,110,vibration_y,CrestFactor,2.86963647495205,2.86963647495205,0,0,0
PHM2010,c1,57,57,110,vibration_y,CrestFactor,2.56429344834118,2.56429344834118,0,0,0
PHM2010,c1,58,58,110,vibration_y,CrestFactor,2.71306131207016,2.71306131207016,0,0,0
PHM2010,c1,59,59,110,vibration_y,CrestFactor,2.14934477704876,2.14934477704876,0,0,0
PHM2010,c1,60,60,110,vibration_y,CrestFactor,2.64986034712289,2.64986034712289,0,0,0
PHM2010,c1,61,61,110,vibration_y,CrestFactor,2.11653768104509,2.11653768104509,0,0,0
PHM2010,c1,62,62,110,vibration_y,CrestFactor,3.08295976669098,3.08295976669098,0,0,0
PHM2010,c1,63,63,110,vibration_y,CrestFactor,2.26884298351295,2.26884298351295,0,0,0
PHM2010,c1,64,64,110,vibration_y,CrestFactor,2.90889879638629,2.90889879638629,0,0,0
PHM2010,c1,65,65,111,vibration_y,CrestFactor,2.22097928570204,2.22097928570204,0,0,0
PHM2010,c1,66,66,110,vibration_y,CrestFactor,2.86972742689211,2.86972742689211,0,0,0
PHM2010,c1,67,67,110,vibration_y,CrestFactor,2.74339252040824,2.74339252040824,0,0,0
PHM2010,c1,68,68,110,vibration_y,CrestFactor,2.69564369187874,2.69564369187874,0,0,0
PHM2010,c1,69,69,110,vibration_y,CrestFactor,2.74091558016037,2.74091558016037,0,0,0
PHM2010,c1,70,70,110,vibration_y,CrestFactor,2.46785929772411,2.46785929772411,0,0,0
PHM2010,c1,71,71,110,vibration_y,CrestFactor,2.95780936918788,2.95780936918788,0,0,0
PHM2010,c1,72,72,110,vibration_y,CrestFactor,2.85624404687191,2.85624404687191,0,0,0
PHM2010,c1,73,73,110,vibration_y,CrestFactor,2.40437834495478,2.40437834495478,0,0,0
PHM2010,c1,74,74,110,vibration_y,CrestFactor,2.91665562278901,2.91665562278901,0,0,0
PHM2010,c1,75,75,110,vibration_y,CrestFactor,2.43970629793241,2.43970629793241,0,0,0
PHM2010,c1,76,76,110,vibration_y,CrestFactor,2.80326882859973,2.80326882859973,0,0,0
PHM2010,c1,77,77,110,vibration_y,CrestFactor,2.49335546548646,2.49335546548646,0,0,0
PHM2010,c1,78,78,110,vibration_y,CrestFactor,2.70598575556515,2.70598575556515,0,0,0
PHM2010,c1,79,79,110,vibration_y,CrestFactor,2.17544842020697,2.17544842020697,0,0,0
PHM2010,c1,80,80,110,vibration_y,CrestFactor,2.72991421929567,2.72991421929567,0,0,0
PHM2010,c1,81,81,110,vibration_y,CrestFactor,2.63722880124945,2.63722880124945,0,0,0
PHM2010,c1,82,82,110,vibration_y,CrestFactor,2.715349438675,2.715349438675,0,0,0
PHM2010,c1,83,83,110,vibration_y,CrestFactor,2.47478331433886,2.47478331433886,0,0,0
PHM2010,c1,84,84,110,vibration_y,CrestFactor,2.62452294193531,2.62452294193531,0,0,0
PHM2010,c1,85,85,110,vibration_y,CrestFactor,2.42083555228475,2.42083555228475,0,0,0
PHM2010,c1,86,86,110,vibration_y,CrestFactor,2.54290016480651,2.54290016480651,0,0,0
PHM2010,c1,87,87,110,vibration_y,CrestFactor,3.02875385153578,3.02875385153578,0,0,0
PHM2010,c1,88,88,110,vibration_y,CrestFactor,2.51866474400271,2.51866474400271,0,0,0
PHM2010,c1,89,89,110,vibration_y,CrestFactor,2.66602786577075,2.66602786577075,0,0,0
PHM2010,c1,90,90,110,vibration_y,CrestFactor,2.54494726367547,2.54494726367547,0,0,0
PHM2010,c1,91,91,110,vibration_y,CrestFactor,2.67051153588647,2.67051153588647,0,0,0
PHM2010,c1,92,92,110,vibration_y,CrestFactor,2.40038148712612,2.40038148712612,0,0,0
PHM2010,c1,93,93,110,vibration_y,CrestFactor,2.70150369774414,2.70150369774414,0,0,0
PHM2010,c1,94,94,110,vibration_y,CrestFactor,2.28490213473697,2.28490213473697,0,0,0
PHM2010,c1,95,95,110,vibration_y,CrestFactor,3.05300294811204,3.05300294811204,0,0,0
PHM2010,c1,96,96,110,vibration_y,CrestFactor,2.76412790587835,2.76412790587835,0,0,0
PHM2010,c1,97,97,112,vibration_y,CrestFactor,2.93497160088707,2.93497160088707,0,0,0
PHM2010,c1,98,98,110,vibration_y,CrestFactor,2.87925127834301,2.87925127834301,0,0,0
PHM2010,c1,99,99,110,vibration_y,CrestFactor,2.92748809725734,2.92748809725734,0,0,0
PHM2010,c1,100,100,110,vibration_y,CrestFactor,2.81764655637661,2.81764655637661,0,0,0
PHM2010,c1,101,101,110,vibration_y,CrestFactor,2.77884121882111,2.77884121882111,0,0,0
PHM2010,c1,102,102,110,vibration_y,CrestFactor,2.50645325125771,2.50645325125771,0,0,0
PHM2010,c1,103,103,110,vibration_y,CrestFactor,2.80457978344008,2.80457978344008,0,0,0
PHM2010,c1,104,104,110,vibration_y,CrestFactor,2.64706904748139,2.64706904748139,0,0,0
PHM2010,c1,105,105,110,vibration_y,CrestFactor,2.99990917233774,2.99990917233774,0,0,0
PHM2010,c1,106,106,110,vibration_y,CrestFactor,2.57859566062997,2.57859566062997,0,0,0
PHM2010,c1,107,107,110,vibration_y,CrestFactor,2.49279948708767,2.49279948708767,0,0,0
PHM2010,c1,108,108,110,vibration_y,CrestFactor,2.99009501036693,2.99009501036693,0,0,0
PHM2010,c1,109,109,110,vibration_y,CrestFactor,3.03359193686925,3.03359193686925,0,0,0
PHM2010,c1,110,110,110,vibration_y,CrestFactor,3.4156114302739,3.4156114302739,0,0,0
PHM2010,c1,111,111,110,vibration_y,CrestFactor,2.92083912999233,2.92083912999233,0,0,0
PHM2010,c1,112,112,110,vibration_y,CrestFactor,2.68458647425148,2.68458647425148,0,0,0
PHM2010,c1,113,113,110,vibration_y,CrestFactor,2.46407040032232,2.46407040032232,0,0,0
PHM2010,c1,114,114,110,vibration_y,CrestFactor,3.15771827673097,3.15771827673097,0,0,0
PHM2010,c1,115,115,110,vibration_y,CrestFactor,2.91938171745436,2.91938171745436,0,0,0
PHM2010,c1,116,116,110,vibration_y,CrestFactor,2.94020397799753,2.94020397799753,0,0,0
PHM2010,c1,117,117,110,vibration_y,CrestFactor,2.52314473812842,2.52314473812842,0,0,0
PHM2010,c1,118,118,110,vibration_y,CrestFactor,3.29502727533982,3.29502727533982,0,0,0
PHM2010,c1,119,119,110,vibration_y,CrestFactor,2.97166150655817,2.97166150655817,0,0,0
PHM2010,c1,120,120,110,vibration_y,CrestFactor,2.92847876224709,2.92847876224709,0,0,0
PHM2010,c1,121,121,110,vibration_y,CrestFactor,2.37716834681258,2.37716834681258,0,0,0
PHM2010,c1,122,122,110,vibration_y,CrestFactor,2.34004616431891,2.34004616431891,0,0,0
PHM2010,c1,123,123,110,vibration_y,CrestFactor,2.5868473261009,2.5868473261009,0,0,0
PHM2010,c1,124,124,110,vibration_y,CrestFactor,2.66199066188906,2.66199066188906,0,0,0
PHM2010,c1,125,125,110,vibration_y,CrestFactor,2.4547558457761,2.4547558457761,0,0,0
PHM2010,c1,126,126,110,vibration_y,CrestFactor,2.71587633729296,2.71587633729296,0,0,0
PHM2010,c1,127,127,110,vibration_y,CrestFactor,2.93783000889484,2.93783000889484,0,0,0
PHM2010,c1,128,128,110,vibration_y,CrestFactor,2.37936551774959,2.37936551774959,0,0,0
PHM2010,c1,129,129,111,vibration_y,CrestFactor,2.86770391336085,2.86770391336085,0,0,0
PHM2010,c1,130,130,110,vibration_y,CrestFactor,3.12257001113149,3.12257001113149,0,0,0
PHM2010,c1,131,131,110,vibration_y,CrestFactor,2.26509703904451,2.26509703904451,0,0,0
PHM2010,c1,132,132,110,vibration_y,CrestFactor,2.76065500213936,2.76065500213936,0,0,0
PHM2010,c1,133,133,110,vibration_y,CrestFactor,2.95274195450322,2.95274195450322,0,0,0
PHM2010,c1,134,134,110,vibration_y,CrestFactor,2.55111486876289,2.55111486876289,0,0,0
PHM2010,c1,135,135,110,vibration_y,CrestFactor,3.33364048361918,3.33364048361918,0,0,0
PHM2010,c1,136,136,110,vibration_y,CrestFactor,4.273763071803,4.273763071803,0,0,0
PHM2010,c1,137,137,110,vibration_y,CrestFactor,2.98077460642012,2.98077460642012,0,0,0
PHM2010,c1,138,138,110,vibration_y,CrestFactor,2.75138069491388,2.75138069491388,0,0,0
PHM2010,c1,139,139,110,vibration_y,CrestFactor,2.44410719555973,2.44410719555973,0,0,0
PHM2010,c1,140,140,110,vibration_y,CrestFactor,3.31921390997755,3.31921390997755,0,0,0
PHM2010,c1,141,141,110,vibration_y,CrestFactor,3.58859666836817,3.58859666836817,0,0,0
PHM2010,c1,142,142,110,vibration_y,CrestFactor,2.79519737095822,2.79519737095822,0,0,0
PHM2010,c1,143,143,110,vibration_y,CrestFactor,2.75072707497527,2.75072707497527,0,0,0
PHM2010,c1,144,144,110,vibration_y,CrestFactor,3.75369435460815,3.75369435460815,0,0,0
PHM2010,c1,145,145,110,vibration_y,CrestFactor,2.94502341072836,2.94502341072836,0,0,0
PHM2010,c1,146,146,110,vibration_y,CrestFactor,2.85821835293108,2.85821835293108,0,0,0
PHM2010,c1,147,147,110,vibration_y,CrestFactor,2.53612663811269,2.53612663811269,0,0,0
PHM2010,c1,148,148,110,vibration_y,CrestFactor,2.98805764247015,2.98805764247015,0,0,0
PHM2010,c1,149,149,110,vibration_y,CrestFactor,2.48665374931296,2.48665374931296,0,0,0
PHM2010,c1,150,150,110,vibration_y,CrestFactor,2.74563908662082,2.74563908662082,0,0,0
PHM2010,c1,151,151,110,vibration_y,CrestFactor,2.67902576650664,2.67902576650664,0,0,0
PHM2010,c1,152,152,110,vibration_y,CrestFactor,2.5840087470805,2.5840087470805,0,0,0
PHM2010,c1,153,153,110,vibration_y,CrestFactor,2.76961983345644,2.76961983345644,0,0,0
PHM2010,c1,154,154,110,vibration_y,CrestFactor,3.5230173566132,3.5230173566132,0,0,0
PHM2010,c1,155,155,110,vibration_y,CrestFactor,3.03239135000693,3.03239135000693,0,0,0
PHM2010,c1,156,156,108,vibration_y,CrestFactor,2.2928157934918,2.2928157934918,0,0,0
PHM2010,c1,157,157,110,vibration_y,CrestFactor,2.4990673396092,2.4990673396092,0,0,0
PHM2010,c1,158,158,110,vibration_y,CrestFactor,2.75579972674317,2.75579972674317,0,0,0
PHM2010,c1,159,159,110,vibration_y,CrestFactor,2.60643270100344,2.60643270100344,0,0,0
PHM2010,c1,160,160,110,vibration_y,CrestFactor,2.68701170628329,2.68701170628329,0,0,0
PHM2010,c1,161,161,112,vibration_y,CrestFactor,2.7129101873096,2.7129101873096,0,0,0
PHM2010,c1,162,162,110,vibration_y,CrestFactor,2.46367807995203,2.46367807995203,0,0,0
PHM2010,c1,163,163,110,vibration_y,CrestFactor,2.22095427459465,2.22095427459465,0,0,0
PHM2010,c1,164,164,110,vibration_y,CrestFactor,2.97655509810718,2.97655509810718,0,0,0
PHM2010,c1,165,165,110,vibration_y,CrestFactor,4.41234041287937,4.41234041287937,0,0,0
PHM2010,c1,166,166,110,vibration_y,CrestFactor,2.55068844365408,2.55068844365408,0,0,0
PHM2010,c1,167,167,110,vibration_y,CrestFactor,2.93044051431751,2.93044051431751,0,0,0
PHM2010,c1,168,168,110,vibration_y,CrestFactor,4.33270845499628,4.33270845499628,0,0,0
PHM2010,c1,169,169,110,vibration_y,CrestFactor,2.79290373202286,2.79290373202286,0,0,0
PHM2010,c1,170,170,110,vibration_y,CrestFactor,2.85190885444949,2.85190885444949,0,0,0
PHM2010,c1,171,171,110,vibration_y,CrestFactor,2.76892221470422,2.76892221470422,0,0,0
PHM2010,c1,172,172,110,vibration_y,CrestFactor,2.62661303244766,2.62661303244766,0,0,0
PHM2010,c1,173,173,110,vibration_y,CrestFactor,2.82454389566039,2.82454389566039,0,0,0
PHM2010,c1,174,174,110,vibration_y,CrestFactor,2.60262052881164,2.60262052881164,0,0,0
PHM2010,c1,175,175,110,vibration_y,CrestFactor,3.0406233324868,3.0406233324868,0,0,0
PHM2010,c1,176,176,110,vibration_y,CrestFactor,2.80405823411175,2.80405823411175,0,0,0
PHM2010,c1,177,177,110,vibration_y,CrestFactor,2.49933280144809,2.49933280144809,0,0,0
PHM2010,c1,178,178,110,vibration_y,CrestFactor,2.26564174331698,2.26564174331698,0,0,0
PHM2010,c1,179,179,110,vibration_y,CrestFactor,3.34301805344401,3.34301805344401,0,0,0
PHM2010,c1,180,180,110,vibration_y,CrestFactor,2.33978121160148,2.33978121160148,0,0,0
PHM2010,c1,181,181,110,vibration_y,CrestFactor,3.13856812387024,3.13856812387024,0,0,0
PHM2010,c1,182,182,110,vibration_y,CrestFactor,2.63137152801932,2.63137152801932,0,0,0
PHM2010,c1,183,183,110,vibration_y,CrestFactor,2.38363490871164,2.38363490871164,0,0,0
PHM2010,c1,184,184,110,vibration_y,CrestFactor,2.54126093912935,2.54126093912935,0,0,0
PHM2010,c1,185,185,110,vibration_y,CrestFactor,2.50050327170313,2.50050327170313,0,0,0
PHM2010,c1,186,186,110,vibration_y,CrestFactor,2.73936488385105,2.73936488385105,0,0,0
PHM2010,c1,187,187,110,vibration_y,CrestFactor,2.48941299048388,2.48941299048388,0,0,0
PHM2010,c1,188,188,110,vibration_y,CrestFactor,2.57709474081136,2.57709474081136,0,0,0
PHM2010,c1,189,189,110,vibration_y,CrestFactor,2.81827110932947,2.81827110932947,0,0,0
PHM2010,c1,190,190,110,vibration_y,CrestFactor,2.5926245870297,2.5926245870297,0,0,0
PHM2010,c1,191,191,111,vibration_y,CrestFactor,3.03565788381973,3.03565788381973,0,0,0
PHM2010,c1,192,192,110,vibration_y,CrestFactor,3.07578401008986,3.07578401008986,0,0,0
PHM2010,c1,193,193,114,vibration_y,CrestFactor,2.87579209351841,2.87579209351841,0,0,0
PHM2010,c1,194,194,110,vibration_y,CrestFactor,2.28263101213072,2.28263101213072,0,0,0
PHM2010,c1,195,195,110,vibration_y,CrestFactor,2.82946992251923,2.82946992251923,0,0,0
PHM2010,c1,196,196,110,vibration_y,CrestFactor,2.23453080294346,2.23453080294346,0,0,0
PHM2010,c1,197,197,110,vibration_y,CrestFactor,2.92436110816764,2.92436110816764,0,0,0
PHM2010,c1,198,198,110,vibration_y,CrestFactor,3.54207453883303,3.54207453883303,0,0,0
PHM2010,c1,199,199,110,vibration_y,CrestFactor,2.67135375499391,2.67135375499391,0,0,0
PHM2010,c1,200,200,110,vibration_y,CrestFactor,3.4824342602426,3.4824342602426,0,0,0
PHM2010,c1,201,201,110,vibration_y,CrestFactor,2.71826162240873,2.71826162240873,0,0,0
PHM2010,c1,202,202,110,vibration_y,CrestFactor,2.86614896937019,2.86614896937019,0,0,0
PHM2010,c1,203,203,110,vibration_y,CrestFactor,3.06519267217238,3.06519267217238,0,0,0
PHM2010,c1,204,204,110,vibration_y,CrestFactor,2.95208108100462,2.95208108100462,0,0,0
PHM2010,c1,205,205,110,vibration_y,CrestFactor,3.15789181708695,3.15789181708695,0,0,0
PHM2010,c1,206,206,110,vibration_y,CrestFactor,2.50936378068122,2.50936378068122,0,0,0
PHM2010,c1,207,207,110,vibration_y,CrestFactor,2.41623756357916,2.41623756357916,0,0,0
PHM2010,c1,208,208,110,vibration_y,CrestFactor,2.99406888629803,2.99406888629803,0,0,0
PHM2010,c1,209,209,110,vibration_y,CrestFactor,2.7874828696171,2.7874828696171,0,0,0
PHM2010,c1,210,210,110,vibration_y,CrestFactor,3.6723377631156,3.6723377631156,0,0,0
PHM2010,c1,211,211,110,vibration_y,CrestFactor,2.76556379434618,2.76556379434618,0,0,0
PHM2010,c1,212,212,110,vibration_y,CrestFactor,3.3914555960558,3.3914555960558,0,0,0
PHM2010,c1,213,213,110,vibration_y,CrestFactor,2.81222777437362,2.81222777437362,0,0,0
PHM2010,c1,214,214,110,vibration_y,CrestFactor,3.28893045708372,3.28893045708372,0,0,0
PHM2010,c1,215,215,110,vibration_y,CrestFactor,2.75913961296548,2.75913961296548,0,0,0
PHM2010,c1,216,216,110,vibration_y,CrestFactor,3.17059836000604,3.17059836000604,0,0,0
PHM2010,c1,217,217,110,vibration_y,CrestFactor,4.00363005207725,4.00363005207725,0,0,0
PHM2010,c1,218,218,108,vibration_y,CrestFactor,2.76775588141021,2.76775588141021,0,0,0
PHM2010,c1,219,219,110,vibration_y,CrestFactor,2.86790118638019,2.86790118638019,0,0,0
PHM2010,c1,220,220,110,vibration_y,CrestFactor,2.63412029418029,2.63412029418029,0,0,0
PHM2010,c1,221,221,110,vibration_y,CrestFactor,3.23578167032505,3.23578167032505,0,0,0
PHM2010,c1,222,222,111,vibration_y,CrestFactor,3.06519630150144,3.06519630150144,0,0,0
PHM2010,c1,223,223,110,vibration_y,CrestFactor,2.71978517261173,2.71978517261173,0,0,0
PHM2010,c1,224,224,110,vibration_y,CrestFactor,2.53527418863321,2.53527418863321,0,0,0
PHM2010,c1,225,225,111,vibration_y,CrestFactor,2.59268844756068,2.59268844756068,0,0,0
PHM2010,c1,226,226,111,vibration_y,CrestFactor,2.91322462534235,2.91322462534235,0,0,0
PHM2010,c1,227,227,110,vibration_y,CrestFactor,2.70427710297729,2.70427710297729,0,0,0
PHM2010,c1,228,228,111,vibration_y,CrestFactor,3.58215812077261,3.58215812077261,0,0,0
PHM2010,c1,229,229,111,vibration_y,CrestFactor,2.41386117533979,2.41386117533979,0,0,0
PHM2010,c1,230,230,109,vibration_y,CrestFactor,2.42530916710629,2.42530916710629,0,0,0
PHM2010,c1,231,231,110,vibration_y,CrestFactor,3.46829725466277,3.46829725466277,0,0,0
PHM2010,c1,232,232,110,vibration_y,CrestFactor,2.72263387601106,2.72263387601106,0,0,0
PHM2010,c1,233,233,110,vibration_y,CrestFactor,2.99065209640975,2.99065209640975,0,0,0
PHM2010,c1,234,234,111,vibration_y,CrestFactor,2.55416881133779,2.55416881133779,0,0,0
PHM2010,c1,235,235,110,vibration_y,CrestFactor,3.25052757544366,3.25052757544366,0,0,0
PHM2010,c1,236,236,111,vibration_y,CrestFactor,3.711339411364,3.711339411364,0,0,0
PHM2010,c1,237,237,111,vibration_y,CrestFactor,2.68438187969599,2.68438187969599,0,0,0
PHM2010,c1,238,238,110,vibration_y,CrestFactor,2.44980739488863,2.44980739488863,0,0,0
PHM2010,c1,239,239,110,vibration_y,CrestFactor,3.24298788572743,3.24298788572743,0,0,0
PHM2010,c1,240,240,110,vibration_y,CrestFactor,2.83856536027271,2.83856536027271,0,0,0
PHM2010,c1,241,241,111,vibration_y,CrestFactor,3.30827628402142,3.30827628402142,0,0,0
PHM2010,c1,242,242,111,vibration_y,CrestFactor,2.74409772955203,2.74409772955203,0,0,0
PHM2010,c1,243,243,110,vibration_y,CrestFactor,2.66789418515312,2.66789418515312,0,0,0
PHM2010,c1,244,244,110,vibration_y,CrestFactor,2.58804456386958,2.58804456386958,0,0,0
PHM2010,c1,245,245,109,vibration_y,CrestFactor,3.02244349763866,3.02244349763866,0,0,0
PHM2010,c1,246,246,110,vibration_y,CrestFactor,2.85531820406845,2.85531820406845,0,0,0
PHM2010,c1,247,247,110,vibration_y,CrestFactor,2.47928539389539,2.47928539389539,0,0,0
PHM2010,c1,248,248,111,vibration_y,CrestFactor,3.96632949680874,3.96632949680874,0,0,0
PHM2010,c1,249,249,110,vibration_y,CrestFactor,2.81883768751806,2.81883768751806,0,0,0
PHM2010,c1,250,250,110,vibration_y,CrestFactor,3.20452751538051,3.20452751538051,0,0,0
PHM2010,c1,251,251,111,vibration_y,CrestFactor,2.72229582907627,2.72229582907627,0,0,0
PHM2010,c1,252,252,111,vibration_y,CrestFactor,3.0750471499003,3.0750471499003,0,0,0
PHM2010,c1,253,253,111,vibration_y,CrestFactor,2.35536232121807,2.35536232121807,0,0,0
PHM2010,c1,254,254,111,vibration_y,CrestFactor,3.1436089296229,3.1436089296229,0,0,0
PHM2010,c1,255,255,111,vibration_y,CrestFactor,2.68611896921146,2.68611896921146,0,0,0
PHM2010,c1,256,256,109,vibration_y,CrestFactor,2.71204710859787,2.71204710859787,0,0,0
PHM2010,c1,257,257,112,vibration_y,CrestFactor,2.74165440737739,2.74165440737739,0,0,0
PHM2010,c1,258,258,111,vibration_y,CrestFactor,2.66430322189613,2.66430322189613,0,0,0
PHM2010,c1,259,259,111,vibration_y,CrestFactor,2.82570914889428,2.82570914889428,0,0,0
PHM2010,c1,260,260,111,vibration_y,CrestFactor,3.63854859345386,3.63854859345386,0,0,0
PHM2010,c1,261,261,111,vibration_y,CrestFactor,2.55168392461806,2.55168392461806,0,0,0
PHM2010,c1,262,262,110,vibration_y,CrestFactor,2.76803268247242,2.76803268247242,0,0,0
PHM2010,c1,263,263,110,vibration_y,CrestFactor,3.29945174716002,3.29945174716002,0,0,0
PHM2010,c1,264,264,111,vibration_y,CrestFactor,3.47912861585489,3.47912861585489,0,0,0
PHM2010,c1,265,265,111,vibration_y,CrestFactor,2.96386853211464,2.96386853211464,0,0,0
PHM2010,c1,266,266,106,vibration_y,CrestFactor,3.41668214462906,3.41668214462906,0,0,0
PHM2010,c1,267,267,111,vibration_y,CrestFactor,2.95408210898887,2.95408210898887,0,0,0
PHM2010,c1,268,268,111,vibration_y,CrestFactor,3.32875793639372,3.32875793639372,0,0,0
PHM2010,c1,269,269,111,vibration_y,CrestFactor,2.67332788357806,2.67332788357806,0,0,0
PHM2010,c1,270,270,111,vibration_y,CrestFactor,2.7592546140924,2.7592546140924,0,0,0
PHM2010,c1,271,271,110,vibration_y,CrestFactor,3.95776714833003,3.95776714833003,0,0,0
PHM2010,c1,272,272,111,vibration_y,CrestFactor,2.47826279274958,2.47826279274958,0,0,0
PHM2010,c1,273,273,111,vibration_y,CrestFactor,2.89595314639007,2.89595314639007,0,0,0
PHM2010,c1,274,274,111,vibration_y,CrestFactor,3.02577976253853,3.02577976253853,0,0,0
PHM2010,c1,275,275,111,vibration_y,CrestFactor,3.00163954812244,3.00163954812244,0,0,0
PHM2010,c1,276,276,111,vibration_y,CrestFactor,2.58774616332331,2.58774616332331,0,0,0
PHM2010,c1,277,277,111,vibration_y,CrestFactor,3.11688938715281,3.11688938715281,0,0,0
PHM2010,c1,278,278,111,vibration_y,CrestFactor,2.72482666934757,2.72482666934757,0,0,0
PHM2010,c1,279,279,111,vibration_y,CrestFactor,2.60414917047459,2.60414917047459,0,0,0
PHM2010,c1,280,280,111,vibration_y,CrestFactor,3.30223346576279,3.30223346576279,0,0,0
PHM2010,c1,281,281,107,vibration_y,CrestFactor,3.06358057766762,3.06358057766762,0,0,0
PHM2010,c1,282,282,111,vibration_y,CrestFactor,3.80864227567379,3.80864227567379,0,0,0
PHM2010,c1,283,283,111,vibration_y,CrestFactor,3.72368600376159,3.72368600376159,0,0,0
PHM2010,c1,284,284,111,vibration_y,CrestFactor,3.27992265004605,3.27992265004605,0,0,0
PHM2010,c1,285,285,111,vibration_y,CrestFactor,3.47316682548486,3.47316682548486,0,0,0
PHM2010,c1,286,286,111,vibration_y,CrestFactor,3.24236910618749,3.24236910618749,0,0,0
PHM2010,c1,287,287,111,vibration_y,CrestFactor,4.13770533519783,4.13770533519783,0,0,0
PHM2010,c1,288,288,111,vibration_y,CrestFactor,2.74977508786803,2.74977508786803,0,0,0
PHM2010,c1,289,289,111,vibration_y,CrestFactor,3.16963213882103,3.16963213882103,0,0,0
PHM2010,c1,290,290,113,vibration_y,CrestFactor,2.8554943652998,2.8554943652998,0,0,0
PHM2010,c1,291,291,113,vibration_y,CrestFactor,3.23561118345728,3.23561118345728,0,0,0
PHM2010,c1,292,292,110,vibration_y,CrestFactor,2.42886657421295,2.42886657421295,0,0,0
PHM2010,c1,293,293,111,vibration_y,CrestFactor,2.78682714016767,2.78682714016767,0,0,0
PHM2010,c1,294,294,111,vibration_y,CrestFactor,2.98573150000695,2.98573150000695,0,0,0
PHM2010,c1,295,295,111,vibration_y,CrestFactor,3.96634278957245,3.96634278957245,0,0,0
PHM2010,c1,296,296,111,vibration_y,CrestFactor,2.78523869967876,2.78523869967876,0,0,0
PHM2010,c1,297,297,111,vibration_y,CrestFactor,3.64543952181666,3.64543952181666,0,0,0
PHM2010,c1,298,298,111,vibration_y,CrestFactor,2.75652029069879,2.75652029069879,0,0,0
PHM2010,c1,299,299,110,vibration_y,CrestFactor,4.35243153456137,4.35243153456137,0,0,0
PHM2010,c1,300,300,111,vibration_y,CrestFactor,2.73317810094744,2.73317810094744,0,0,0
PHM2010,c1,301,301,106,vibration_y,CrestFactor,2.71550375276467,2.71550375276467,0,0,0
PHM2010,c1,302,302,110,vibration_y,CrestFactor,3.58242877648902,3.58242877648902,0,0,0
PHM2010,c1,303,303,111,vibration_y,CrestFactor,2.72099796564252,2.72099796564252,0,0,0
PHM2010,c1,304,304,115,vibration_y,CrestFactor,3.16405721744279,3.16405721744279,0,0,0
PHM2010,c1,305,305,128,vibration_y,CrestFactor,2.53899042430169,2.53899042430169,0,0,0
PHM2010,c1,306,306,111,vibration_y,CrestFactor,3.40590424531283,3.40590424531283,0,0,0
PHM2010,c1,307,307,112,vibration_y,CrestFactor,2.22543336192354,2.22543336192354,0,0,0
PHM2010,c1,308,308,116,vibration_y,CrestFactor,2.77929682154446,2.77929682154446,0,0,0
PHM2010,c1,309,309,128,vibration_y,CrestFactor,2.98724493831715,2.98724493831715,0,0,0
PHM2010,c1,310,310,111,vibration_y,CrestFactor,2.28610729863275,2.28610729863275,0,0,0
